brand,model,model_year,mileage,fuel_type,transmission,ext_col,int_col,accident,clean_title,price
Ford,Focus RS Base,2016,14900,Gasoline,Manual,Blue,Black,None reported,Yes,39000
Ford,Bronco Badlands Advanced,2022,4200,Gasoline,Automatic,Blue,Black,None reported,Yes,65994
Hyundai,Genesis 5,2012,15698,Gasoline,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,19000
Jeep,Wrangler Unlimited Rubicon,2022,1750,Gasoline,Automatic,Gray,Brown,None reported,Yes,65500
BMW,X4 xDrive30i,2022,34800,Gasoline,Automatic,Blue,Brown,None reported,Yes,46000
Mazda,MX-5 Miata Base,2003,9260,Gasoline,Manual,White,Beige,None reported,Yes,22000
GMC,Yukon XL SLT,2023,28500,Gasoline,Automatic,Black,Black,None reported,Yes,67800
Mercedes-benz,E-Class E 350 4MATIC,2008,91900,Gasoline,Automatic,Black,Black,None reported,Yes,8900
INFINITI,G35 Base,2004,130000,Gasoline,Automatic,Beige,Beige,None reported,Yes,7500
Cadillac,XTS Premium,2013,56860,Gasoline,Automatic,White diamond tri-coat,Shale,At least 1 accident or damage reported,Yes,21995
mini,Hardtop Cooper S,2017,44300,Gasoline,Manual,Silver,Black,None reported,Yes,20784
Mercedes-benz,SL-Class SL 550,2013,72500,Gasoline,Automatic,Black,Beige,None reported,Yes,31450
RAM,1500 Tradesman/Express,2017,72000,Gasoline,Automatic,Blue,Beige,At least 1 accident or damage reported,Yes,24200
BMW,135 i,2011,132000,Gasoline,Automatic,Black,Beige,None reported,Yes,11000
Lexus,LS 430 Base,2002,42000,Gasoline,Automatic,Silver,Gray,At least 1 accident or damage reported,Yes,15999
BMW,M5 Base,2006,106000,Gasoline,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,19500
Ford,Expedition Timberline,2023,8911,Gasoline,Automatic,Dark matter metallic,Black onyx,At least 1 accident or damage reported,Yes,77430
GMC,Sierra 1500 SLT,2021,11250,Gasoline,Automatic,White,Black,None reported,Yes,70250
Ford,Mustang Premium,2007,126000,Gasoline,Automatic,Red,Black,None reported,Yes,9000
BMW,M5 Base,2008,77750,Gasoline,Automatic,Silver,Silver,None reported,Yes,21000
Toyota,Tacoma SR,2020,27363,Gasoline,Automatic,Gray,Gray,None reported,Yes,35000
Porsche,Cayenne Base,2019,30951,Gasoline,Automatic,White,Black,None reported,Yes,80140
BMW,330e iPerformance,2018,45253,Plug-In Hybrid,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,24995
GMC,Terrain Denali,2016,144000,Gasoline,Automatic,White,Black,None reported,Yes,18400
Ford,Excursion Limited,2004,76163,Diesel,Automatic,Gold,Gold,None reported,Yes,20500
Mitsubishi,Mirage ES,2017,35698,Gasoline,Automatic,Blue,Black,None reported,Yes,8750
Mercedes-benz,E-Class E 350 4MATIC,2010,27000,Gasoline,Automatic,Black,Black,None reported,Yes,22500
Mazda,Mazda3 i Sport,2015,162000,Gasoline,Transmission w/Dual Shift Mode,Red,Black,None reported,Yes,11500
BMW,M3 Base,2008,77800,Gasoline,Manual,Red,Black,None reported,Yes,28500
Mercedes-benz,E-Class E 350,2014,55000,Gasoline,Automatic,Black,Black,None reported,Yes,19250
Ford,Bronco Outer Banks Advanced,2022,12000,Gasoline,Automatic,Gray,Brown,At least 1 accident or damage reported,Yes,65999
Jeep,Wrangler Unlimited Sport,2010,107000,Gasoline,Automatic,White,Gray,At least 1 accident or damage reported,Yes,17500
Acura,TL 3.2,2008,193783,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,10000
Lexus,IS 350 Base,2014,123000,Gasoline,Automatic,Red,Black,At least 1 accident or damage reported,Yes,18000
Chevrolet,Equinox LT,2011,130000,Gasoline,Automatic,Brown,Black,At least 1 accident or damage reported,Yes,7000
Mitsubishi,Lancer DE,2009,143346,Gasoline,Manual,Black,Black,At least 1 accident or damage reported,Yes,3000
Land,Rover LR2 Base,2015,112465,Gasoline,Automatic,White,Beige,None reported,Yes,11995
Audi,A5 2.0T Premium,2012,137273,Gasoline,Automatic,White,Beige,None reported,Yes,11000
Chevrolet,Tahoe LT,2018,55000,Gasoline,Automatic,Black,Black,None reported,Yes,37900
Mercedes-benz,G-Class G 550 4MATIC,2017,23151,Gasoline,Automatic,Gray,Black,None reported,Yes,84500
Cadillac,XTS Luxury,2013,152000,Gasoline,Automatic,Black,Gray,At least 1 accident or damage reported,Yes,8500
Subaru,Outback 3.6R Limited,2016,87092,Gasoline,Automatic,Blue,Black,At least 1 accident or damage reported,Yes,19500
Toyota,Avalon XLS,2004,90625,Gasoline,Automatic,Gray,Gray,None reported,Yes,5500
Chevrolet,Traverse RS,2021,44373,Gasoline,Automatic,Silver,Black,None reported,Yes,36000
BMW,330 i,2021,26000,Gasoline,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,37000
GMC,Sierra 2500 Base,2019,58000,E85 Flex Fuel,Automatic,Silver,Beige,None reported,Yes,36500
Lexus,IS 250 Base,2013,148000,Gasoline,Automatic,Gray,Black,At least 1 accident or damage reported,Yes,10000
Porsche,Panamera 2,2011,104000,Gasoline,Automatic,White,Black,None reported,Yes,20900
BMW,535 i xDrive,2013,46150,Gasoline,Transmission w/Dual Shift Mode,Silver,Black,At least 1 accident or damage reported,Yes,17000
Chevrolet,Silverado 2500 High Country,2022,18860,Diesel,Automatic,Blue,Gray,None reported,Yes,74500
Mercedes-benz,AMG C 63 Base,2017,28399,Gasoline,Automatic,Gray,Black,None reported,Yes,55600
Jeep,Wrangler Sahara,1998,136500,Gasoline,Manual,Black,Black,None reported,Yes,6999
Porsche,Boxster S,2005,95170,Gasoline,Manual,Blue,Gray,None reported,Yes,24900
BMW,M3 Base,2006,95450,Gasoline,Manual,Gray,Gray,At least 1 accident or damage reported,Yes,42000
BMW,535 i xDrive,2011,169000,Gasoline,Transmission w/Dual Shift Mode,Black,White,At least 1 accident or damage reported,Yes,10999
Chevrolet,Express 1500 Cargo,2004,152000,Gasoline,Automatic,White,Gray,At least 1 accident or damage reported,Yes,7999
BMW,X7 xDrive40i,2020,46000,Gasoline,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,54999
BMW,X7 xDrive40i,2022,8000,Hybrid,Automatic,Blue,Brown,None reported,Yes,85000
Chevrolet,Silverado 2500 LT,2016,84421,E85 Flex Fuel,Automatic,White,Black,None reported,Yes,36800
Mitsubishi,Outlander SEL,2022,11700,Gasoline,Automatic,White,Black,None reported,Yes,33000
Ford,Shelby GT350 Base,2019,2800,Gasoline,Manual,Black,Black,None reported,Yes,91000
mini,Cooper Base,2010,58000,Gasoline,Automatic,Gold,Black,None reported,Yes,8000
Toyota,Prius Touring,2009,142500,Hybrid,Automatic,Blue,Beige,None reported,Yes,6999
Cadillac,Escalade ESV Base,2007,191900,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,9750
Audi,A6 2.0T Premium Plus,2016,63398,Gasoline,Automatic,White,Gray,At least 1 accident or damage reported,Yes,19500
Jaguar,XK R,2012,38383,Gasoline,Automatic,White,Black,None reported,Yes,36949
Audi,A4 2.0T Premium,2011,90818,Gasoline,Automatic,White,Black,At least 1 accident or damage reported,Yes,8300
Cadillac,ATS 2.0L Turbo,2018,32000,Gasoline,Automatic,Gray,Black,None reported,Yes,22999
Ford,Transit-350 Base,2019,94650,Gasoline,Automatic,White,–,None reported,Yes,37000
Mercedes-benz,G-Class G 63 AMG,2014,49899,Gasoline,Automatic,White,Black,None reported,Yes,72999
Jeep,Wrangler Sahara,2011,55000,Gasoline,Automatic,Red,Black,At least 1 accident or damage reported,Yes,35000
BMW,M4 Base,2015,23700,Gasoline,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,42800
Maserati,Ghibli S GranLusso,2020,12118,Gasoline,Automatic,Blue,Brown,None reported,Yes,52900
Pontiac,Firebird Trans Am,2001,64000,Gasoline,Manual,Blue,Beige,None reported,Yes,21000
Ford,Expedition XLT,2022,22169,Gasoline,Automatic,Black,Sandstone,None reported,Yes,57352
Land,Rover Range Rover P400 SE SWB,2022,3369,Hybrid,Automatic,White,Black,None reported,Yes,139500
BMW,535 i xDrive,2011,135000,Gasoline,Automatic,Blue,Beige,None reported,Yes,9999
BMW,428 i xDrive,2015,125000,Gasoline,Automatic,White,Black,None reported,Yes,15000
Cadillac,Escalade ESV Platinum,2017,134000,Gasoline,Automatic,Gold,Brown,None reported,Yes,32999
BMW,X5 xDrive35i,2014,143250,Gasoline,Automatic,Black,White,None reported,Yes,12999
Lexus,GX 460 Premium,2017,82975,Gasoline,Automatic,White,Beige,None reported,Yes,31000
mini,Countryman Cooper S ALL4,2016,91700,Gasoline,Manual,White,Black,None reported,Yes,13999
Ford,F-150 XLT,2018,72393,Gasoline,Automatic,Black,Black,None reported,Yes,35000
INFINITI,QX60 Base,2016,71000,Gasoline,Automatic,Black,Black,None reported,Yes,21500
Lexus,RX 350 Base,2012,160900,Gasoline,Automatic,Silver,Gray,None reported,Yes,15000
Dodge,Charger Scat Pack,2020,40208,Gasoline,Automatic,Red,Black,At least 1 accident or damage reported,Yes,38000
Lexus,IS 350 Base,2017,77300,Gasoline,Automatic,White,Black,None reported,Yes,30000
Nissan,NV200 SV,2017,16700,Gasoline,Automatic,White,Black,None reported,Yes,26500
BMW,M3 Base,2016,55250,Gasoline,Manual,Blue,White,None reported,Yes,49999
INFINITI,QX80 Luxe,2020,69000,Gasoline,Automatic,Gray,Black,None reported,Yes,31450
Ford,Mustang GT Premium,2016,40570,Gasoline,Manual,Gray,Black,At least 1 accident or damage reported,Yes,30490
Toyota,RAV4 TRD Off Road,2020,46500,Gasoline,Automatic,White,Black,None reported,Yes,35200
Honda,S2000 Base,2000,26900,Gasoline,Manual,Silver,Red,None reported,Yes,35000
Ford,Bronco Big Bend Advanced,2023,12000,Gasoline,Automatic,Black,–,None reported,Yes,54000
Ford,Expedition Timberline,2022,30301,Gasoline,Automatic,Dark matter metallic,Deep cypress,None reported,Yes,68420
Toyota,Sequoia TRD Pro,2023,600,Hybrid,Automatic,Orange,Black,None reported,Yes,91995
Plymouth,Prowler Base,2001,22300,Gasoline,Automatic,Blue,Gray,None reported,Yes,28500
Chevrolet,Suburban 1500 LS,2004,171750,E85 Flex Fuel,Automatic,White,Beige,At least 1 accident or damage reported,Yes,12998
Mitsubishi,Lancer Evolution GSR,2013,76500,Gasoline,Manual,Black,Black,None reported,Yes,28000
Mercedes-benz,AMG GLE 43 Coupe 4MATIC,2018,49000,Gasoline,Automatic,Blue,Brown,At least 1 accident or damage reported,Yes,42995
Audi,R8 5.2 quattro Spyder,2011,75000,Gasoline,Transmission w/Dual Shift Mode,White,Brown,At least 1 accident or damage reported,Yes,74000
Ford,Escape XLT,2007,133300,Gasoline,Automatic,Silver,Silver,None reported,Yes,3000
BMW,X5 3.0si,2007,99700,Gasoline,Automatic,Black,Black,None reported,Yes,8500
Chevrolet,Camaro 2LT,2011,126700,Gasoline,Transmission w/Dual Shift Mode,White,Beige,At least 1 accident or damage reported,Yes,14000
BMW,340 i,2016,28000,Gasoline,Manual,Black,Red,None reported,Yes,36995
Mercedes-benz,SL-Class SL 550,2012,21300,Gasoline,Automatic,Silver,Red,At least 1 accident or damage reported,Yes,38500
Cadillac,Escalade Platinum,2019,92000,Gasoline,Automatic,Black,Black,None reported,Yes,51900
Lexus,RC F Base,2015,25756,Gasoline,Automatic,Black,Black,None reported,Yes,49995
Land,Rover Range Rover Sport Supercharged Dynamic,2018,58100,Gasoline,Automatic,Red,Black,None reported,Yes,53499
Nissan,Titan S,2017,20220,Gasoline,Automatic,White,Gray,None reported,Yes,32324
Honda,Accord EX-L 2.0T,2019,40069,Gasoline,Automatic,White,Black,At least 1 accident or damage reported,Yes,27500
Subaru,WRX Base,2017,60930,Gasoline,Manual,Blue,Black,None reported,Yes,23750
Audi,A4 2.0T Titanium Premium,2019,7300,Gasoline,Automatic,White,Gray,None reported,Yes,27900
Ford,Mustang EcoBoost Premium,2018,34000,–,Automatic,Blue,Gray,At least 1 accident or damage reported,Yes,25000
Chevrolet,Avalanche 1500 LS,2012,56000,E85 Flex Fuel,Automatic,Red,Black,At least 1 accident or damage reported,Yes,18000
Mercedes-benz,CLA-Class CLA 250,2014,136000,Gasoline,Transmission w/Dual Shift Mode,Gray,Black,At least 1 accident or damage reported,Yes,12000
BMW,228 Gran Coupe i xDrive,2020,31100,Gasoline,Automatic,Blue,White,None reported,Yes,26999
Maserati,GranTurismo Base,2012,12100,Gasoline,Transmission w/Dual Shift Mode,Blue,Beige,None reported,Yes,37900
Ford,Expedition Platinum,2021,51902,Gasoline,Automatic,Red,Ceramic,None reported,Yes,57480
Audi,S4 Base,2007,93000,Gasoline,Manual,Black,Black,At least 1 accident or damage reported,Yes,10995
Land,Rover Range Rover Sport Supercharged HSE,2016,99915,Gasoline,Automatic,Blue,White,At least 1 accident or damage reported,Yes,26500
Chevrolet,Tahoe LTZ,2007,177000,E85 Flex Fuel,Automatic,Gold,Beige,At least 1 accident or damage reported,Yes,10750
Nissan,Xterra S,2008,100900,Gasoline,Automatic,Black,Gray,None reported,Yes,6999
INFINITI,Q60 3.0T Premium,2017,107380,Gasoline,Automatic,Black,Gray,At least 1 accident or damage reported,Yes,17500
Acura,TLX Base,2016,45000,Gasoline,Automatic,Gray,Blue,None reported,Yes,16500
Nissan,Frontier SV,2013,67000,Gasoline,Automatic,Blue,Gray,None reported,Yes,15500
Chevrolet,Camaro 1SS,2021,12600,Gasoline,Manual,Gray,Black,None reported,Yes,47000
Porsche,Panamera 4,2018,24882,Gasoline,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,59800
Acura,TLX PMC Edition,2020,6900,Gasoline,Automatic,Red,Black,None reported,Yes,43500
Hyundai,Palisade SEL,2021,68050,Gasoline,Automatic,Black,Black,None reported,Yes,29600
Ford,F-250 Lariat,2017,128000,Diesel,Automatic,Gray,Black,None reported,Yes,50000
BMW,430 i,2021,9472,Gasoline,Automatic,White,Blue,None reported,Yes,51000
Buick,Enclave Leather,2015,68653,Gasoline,Automatic,Blue,Black,At least 1 accident or damage reported,Yes,18950
Lexus,RX 330 Base,2004,151896,Gasoline,Automatic,Silver,Gray,None reported,Yes,7900
Kia,Forte Koup EX,2013,134207,Gasoline,Automatic,Black,–,At least 1 accident or damage reported,Yes,5500
GMC,Terrain SLE,2020,26470,Gasoline,Automatic,Summit white,Jet black,None reported,Yes,29900
Porsche,Macan Base,2018,82300,Gasoline,Automatic,Black,Black,None reported,Yes,35000
Lexus,RC 350 Base,2015,124000,Gasoline,Transmission w/Dual Shift Mode,Blue,Blue,None reported,Yes,24000
Audi,S4 3.0T Premium Plus,2020,23823,Gasoline,Automatic,Tango red metallic,Black,None reported,Yes,49995
GMC,Yukon SLT,2002,222600,Gasoline,Automatic,Gray,Beige,None reported,Yes,4999
INFINITI,QX60 Base,2014,154247,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,12500
Chevrolet,Silverado 2500 LTZ H/D Extended Cab,2008,128000,Gasoline,Automatic,Beige,Black,None reported,Yes,23500
Maserati,GranTurismo Base,2008,70000,Gasoline,Automatic,Blue,Brown,At least 1 accident or damage reported,Yes,13000
Acura,Integra GS-R,1995,123000,–,Manual,White,Blue,None reported,Yes,10999
BMW,X6 M Base,2016,52375,Gasoline,Automatic,White,Brown,At least 1 accident or damage reported,Yes,48600
Chrysler,300 S,2016,100574,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,17500
Chrysler,300 Base,2014,85000,Gasoline,Automatic,White,–,At least 1 accident or damage reported,Yes,11250
Chevrolet,Corvette Stingray w/1LT,2021,10400,Gasoline,Automatic,Silver,Black,None reported,Yes,72900
Chevrolet,Camaro 1SS,2019,19200,Gasoline,Manual,Orange,Black,None reported,Yes,41500
Mercedes-benz,E-Class E 350 4MATIC,2013,81000,Gasoline,Automatic,Gray,Beige,At least 1 accident or damage reported,Yes,13000
Nissan,Versa 1.8 S,2011,165000,Gasoline,Automatic,Black,–,None reported,Yes,4000
BMW,M3 CS,2024,124,Gasoline,Transmission w/Dual Shift Mode,Green,Black,None reported,Yes,145000
Hyundai,Accent GLS,2013,117500,Gasoline,Automatic,Silver,Gray,At least 1 accident or damage reported,Yes,6500
Mercedes-benz,S-Class S 450 4MATIC,2018,72500,Gasoline,Automatic,Black,Black,None reported,Yes,60000
Audi,Q5 3.0 TDI Premium Plus,2014,55564,Diesel,Automatic,Black,Black,At least 1 accident or damage reported,Yes,22500
Volvo,XC60 T5 R-Design,2019,43500,Gasoline,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,30000
Mercedes-benz,AMG GT 53 Base,2019,35000,Hybrid,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,83000
GMC,Yukon SLT,2017,92031,Gasoline,Automatic,White,Beige,At least 1 accident or damage reported,Yes,30000
Lexus,GS 350 Base,2016,128032,Gasoline,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,18000
Jaguar,XF 25t Premium,2018,18800,Gasoline,Automatic,White,White,None reported,Yes,26000
BMW,M8 Gran Coupe Competition,2023,2900,Gasoline,Automatic,Green,Gray,None reported,Yes,117500
Honda,Ridgeline Black Edition,2017,91600,Gasoline,Automatic,Black,Black,None reported,Yes,26000
Toyota,4Runner SR5,2019,91843,Gasoline,Automatic,Blue,Black,At least 1 accident or damage reported,Yes,30500
Dodge,Charger R/T 392,2017,73350,Gasoline,Automatic,Gray,Red,None reported,Yes,37000
INFINITI,Q50 3.0t Signature Edition,2017,67000,Gasoline,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,23000
BMW,340 i,2016,117660,Gasoline,Automatic,White,Black,At least 1 accident or damage reported,Yes,19500
Pontiac,Firebird Trans Am,2001,71448,Gasoline,Automatic,Gray,Black,None reported,Yes,10500
Nissan,NV Passenger NV3500 HD SV V8,2015,86000,Gasoline,Automatic,Silver,Gray,None reported,Yes,29500
BMW,135 is,2013,29400,Gasoline,Manual,White,Beige,None reported,Yes,29000
Lexus,IS 300 Base,2017,68871,Gasoline,Automatic,Silver,Red,None reported,Yes,28450
Porsche,Cayenne S,2012,126000,Gasoline,Transmission w/Dual Shift Mode,Silver,Gray,None reported,Yes,17999
Pontiac,Solstice GXP,2007,25718,Gasoline,Manual,Yellow,Black,None reported,Yes,17900
Porsche,Panamera Turbo,2015,67210,Gasoline,Transmission w/Dual Shift Mode,Blue,Beige,At least 1 accident or damage reported,Yes,51950
BMW,X6 xDrive35i,2018,27214,Gasoline,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,40950
Ford,F-150 Limited,2019,42728,Gasoline,Transmission w/Dual Shift Mode,Black,Brown,None reported,Yes,45950
mini,Cooper S Base,2010,97395,Gasoline,Manual,Yellow,Black,None reported,Yes,6699
Mazda,Mazda3 i SV,2015,91700,Gasoline,Automatic,Red,Black,None reported,Yes,12000
Mitsubishi,Lancer Evolution MR,2011,94500,Gasoline,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,27000
Chevrolet,Tahoe LTZ,2014,196300,E85 Flex Fuel,Automatic,Black,Black,None reported,Yes,10995
Cadillac,CTS 3.6L Luxury,2015,54259,Gasoline,Automatic,Majestic plum metallic,Light platinum / jet black,None reported,Yes,19425
Land,Rover Range Rover Sport Supercharged HSE,2015,175000,Gasoline,Automatic,Black,Black,None reported,Yes,19500
Chevrolet,Suburban 1500 LTZ,2015,159000,Gasoline,Automatic,White,Beige,At least 1 accident or damage reported,Yes,26900
Chevrolet,Camaro 2SS,2016,74000,Gasoline,Automatic,Black,Black,None reported,Yes,32000
Chevrolet,Silverado 1500 Hybrid 1HY,2011,82963,Hybrid,Automatic,White,Black,None reported,Yes,20995
Nissan,Armada SL,2019,59980,Gasoline,Automatic,Silver,Black,None reported,Yes,29000
BMW,X6 M Base,2017,25000,Gasoline,Transmission w/Dual Shift Mode,White,Red,At least 1 accident or damage reported,Yes,65000
BMW,740 i,2012,126000,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,12700
Toyota,Sequoia TRD Pro,2020,37428,Gasoline,Automatic,White,Black,None reported,Yes,61599
Volkswagen,Jetta GLI,2014,99499,Gasoline,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,15000
Honda,Crosstour EX-L,2012,90742,Gasoline,Automatic,Gray,Gray,None reported,Yes,12980
Land,Rover Range Rover Sport Supercharged,2014,125000,E85 Flex Fuel,Automatic,White,Brown,At least 1 accident or damage reported,Yes,22500
Hyundai,Santa Fe Sport 2.0L Turbo Ultimate,2018,71669,Gasoline,Automatic,Blue,Black,None reported,Yes,20000
Jaguar,F-TYPE R,2018,16002,Gasoline,Automatic,Black,Red,None reported,Yes,74900
Toyota,FJ Cruiser Base,2014,86000,Gasoline,Automatic,Blue,Black,None reported,Yes,41500
